variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status
82-647,Tomato,,"Indeterminate cluster tomato, very vigorous, early. HR: ToMV, Vd, Va, Fol 0-1,
For","5-7 fruits per cluster, round, red color, 150-160 gr, very, firm, long shelf life, high quality.",,Hydroponic culture.,"Plant: Indeterminate cluster tomato, very vigorous, early. HR: ToMV, Vd, Va, Fol 0-1,
For
Fruit: 5-7 fruits per cluster, round, red color, 150-160 gr, very, firm, long shelf life, high quality.
Cultivation: Hydroponic culture.",,,
82-853,Tomato,,"Indeterminate round tomato, very early.","Round, brown color, firm, 140-170 gr.","HR: ToMV, Vd, Va, Fol 0-1-2,
For, Ff A-B / IR: Ma, Mj, Mi",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate round tomato, very early.
Fruit: Round, brown color, firm, 140-170 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Latvia,SACHER F1,In Progress
82-853,,,,,,,,Slovenia,SACHER F1,In Progress
82-853,,,,,,,,Lithuania,SACHER F1,Registered
82-853,,,,,,,,Luxembourg,SACHER F1,Registered
82-853,,,,,,,,Malta,SACHER F1,Registered
82-853,,,,,,,,Poland,SACHER F1,Registered
82-853,,,,,,,,Portugal,SACHER F1,Registered
82-853,,,,,,,,Slovakia,SACHER F1,Registered
82-853,,,,,,,,Sierra Leone,SACHER F1,Registered
82-853,,,,,,,,Sweden,SACHER F1,Registered
82-853,,,,,,,,Austria,SACHER F1,Registered
82-853,,,,,,,,Belgium,SACHER F1,Registered
82-853,,,,,,,,Croatia,SACHER F1,Registered
82-853,,,,,,,,Cyprus,SACHER F1,Registered
82-853,,,,,,,,Czech Republic,SACHER F1,Registered
82-853,,,,,,,,Denmark,SACHER F1,Registered
82-853,,,,,,,,Estonia,SACHER F1,Registered
82-853,,,,,,,,Finland,SACHER F1,Registered
82-853,,,,,,,,France,SACHER F1,Registered
82-853,,,,,,,,Germany,SACHER F1,Registered
82-853,,,,,,,,Hungary,SACHER F1,Registered
82-853,,,,,,,,Ireland,SACHER F1,Registered
82-853,,,,,,,,Italy,SACHER F1,Registered
82-853,,,,,,,,Belarus,SACHER F1,Registered
82-853,,,,,,,,Spain,SACHER F1,Registered
82-853,,,,,,,,Mexico,SACHER F1,Registered
82-853,,,,,,,,Ukraine,SACHER F1,Registered
82-853,,,,,,,,United States,SACHER F1,Registered
82-853,,,,,,,,Canada,SACHER F1,Registered
82-853,,,,,,,,Russian Federation,MINERAL F1,Registered
82-853,,,,,,,,Romania,SACHER F1,Registered
82-853,,,,,,,,Poland,SACHER F1,Registered
82-853,,,,,,,,Netherlands,SACHER F1,Registered
82-853,,,,,,,,United Kingdom,SACHER F1,Registered
82-853,,,,,,,,Bulgaria,SACHER F1,Registered
82-853,,,,,,,,Jordan,SACHER F1,In Progress
82-891,Tomato,,"Indeterminate oval cocktail tomato, very early, semi vigorous plant.","8-12 fruits per cluster, perfect red color, oval, firm, 50 gr, good taste and aroma, long shelf life.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate oval cocktail tomato, very early, semi vigorous plant.
Fruit: 8-12 fruits per cluster, perfect red color, oval, firm, 50 gr, good taste and aroma, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Cyprus,SEY?T F1,In Progress
82-892,Tomato,,"Indeterminate Cluster Cherry Tomato, early, vigorous plant, high productivity.","Red color, round, firm, no cracking, 20-25 gr.","HR: ToMV, Vd, Va, Fol 0-1 Cf-5
/ IR: Ma, Mi, Mj","Autumn, spring and winter seasons in grrenhouse.","Plant: Indeterminate Cluster Cherry Tomato, early, vigorous plant, high productivity.
Fruit: Red color, round, firm, no cracking, 20-25 gr.
Cultivation: Autumn, spring and winter seasons in grrenhouse.",Mexico,82-892 F1,In Progress
82-892,,,,,,,,Panama,82-892 F1,In Progress
82-892,,,,,,,,Albania,MARGHOL F1,In Progress
82-892,,,,,,,,Belarus,MARGHOL F1,In Progress
82-892,,,,,,,,Serbia,MARGHOL F1,In Progress
82-892,,,,,,,,Latvia,MARGHOL F1,In Progress
82-892,,,,,,,,Romania,MARGHOL F1,In Progress
82-892,,,,,,,,Ukraine,MARGHOL F1,In Progress
82-892,,,,,,,,Kosovo,MARGHOL F1,In Progress
82-892,,,,,,,,Netherlands,MARGHOL F1,In Progress
82-945,Tomato,,"Semi-determinate tomato, very early, very vigorous.","Dark red color, round, firm, easy harvest, 170 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV",Open field.,"Plant: Semi-determinate tomato, very early, very vigorous.
Fruit: Dark red color, round, firm, easy harvest, 170 gr.
Cultivation: Open field.",,,
82-946,Tomato,,"Semi-determinate tomato, very early, very vigorous, high production.","Very good red color, round, firm, easy harvest, 180 gr, high quality.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV",Open field.,"Plant: Semi-determinate tomato, very early, very vigorous, high production.
Fruit: Very good red color, round, firm, easy harvest, 180 gr, high quality.
Cultivation: Open field.",Iraq,SOFIA F1,In Progress
82-946,,,,,,,,Iran,VENZA F1,In Progress
82-946,,,,,,,,Bahrain,82-946 F1,In Progress
82-946,,,,,,,,Egypt,82-946 F1,In Progress
82-946,,,,,,,,Jordan,MAYAR F1,Registered
82-946,,,,,,,,Jordan,82-946 F1,In Progress
82-946,,,,,,,,Lebanon,MAYAR F1,In Progress
82-946,,,,,,,,Oman,TREASURE F1,In Progress
82-946,,,,,,,,Qatar,MAYAR F1,In Progress
82-946,,,,,,,,Saudi Arabia,82-946 F1,In Progress
82-946,,,,,,,,Iran,LOCOMOTIVE F1,In Progress
82-946,,,,,,,,Jordan,BATOL F1,In Progress
82-946,,,,,,,,Croatia,EKIN F1,Registered
82-946,,,,,,,,Cyprus,EKIN F1,Registered
82-946,,,,,,,,Czech Republic,EKIN F1,Registered
82-946,,,,,,,,Denmark,EKIN F1,Registered
82-946,,,,,,,,Estonia,EKIN F1,Registered
82-946,,,,,,,,Finland,EKIN F1,Registered
82-946,,,,,,,,France,EKIN F1,Registered
82-946,,,,,,,,Germany,EKIN F1,Registered
82-946,,,,,,,,Greece,EKIN F1,Registered
82-946,,,,,,,,Hungary,EKIN F1,Registered
82-946,,,,,,,,Ireland,EKIN F1,Registered
82-946,,,,,,,,Italy,EKIN F1,Registered
82-946,,,,,,,,Lithuania,EKIN F1,Registered
82-946,,,,,,,,Luxembourg,EKIN F1,Registered
82-946,,,,,,,,Malta,EKIN F1,Registered
82-946,,,,,,,,Netherlands,EKIN F1,Registered
82-946,,,,,,,,Poland,EKIN F1,Registered
82-946,,,,,,,,Portugal,EKIN F1,Registered
82-946,,,,,,,,Slovakia,EKIN F1,Registered
82-946,,,,,,,,Sierra Leone,EKIN F1,Registered
82-946,,,,,,,,Spain,EKIN F1,Registered
82-946,,,,,,,,Sweden,EKIN F1,Registered
82-946,,,,,,,,Saudi Arabia,MARWA F1,In Progress
82-946,,,,,,,,Algeria,AMIRA F1,In Progress
82-946,,,,,,,,Kyrgyzstan,HAN F1,In Progress
82-946,,,,,,,,Egypt,DALAL F1,In Progress
82-946,,,,,,,,Albania,EKIN F1,In Progress
82-946,,,,,,,,Azerbaijan,SARA F1,In Progress
82-946,,,,,,,,Belarus,LEDA F1,In Progress
82-946,,,,,,,,Latvia,EKIN F1,In Progress
82-946,,,,,,,,Poland,EKIN F1,In Progress
82-946,,,,,,,,Romania,EKIN F1,In Progress
82-946,,,,,,,,Ukraine,LEDA F1,In Progress
82-946,,,,,,,,Brazil,ZAMM F1,Registered
82-946,,,,,,,,Egypt,HABIBA F1,Registered
82-946,,,,,,,,Morocco,BAHJA F1,In Progress
82-946,,,,,,,,Morocco,FARIDA F1,In Progress
82-946,,,,,,,,Spain,SOFIA F1,In Progress
82-946,,,,,,,,Austria,EKIN F1,Registered
82-946,,,,,,,,Belgium,EKIN F1,Registered
82-946,,,,,,,,Bulgaria,EKIN F1,Registered
82-946,,,,,,,,United States,EKIN F1,In Progress
82-946,,,,,,,,Kazakhstan,TEDJEN F1,In Progress
82-946,,,,,,,,Australia,82-946 F1,In Progress
82-946,,,,,,,,Lebanon,SHAM F1,In Progress
82-946,,,,,,,,United Arab Emirates,MAYAR F1,In Progress
82-946,,,,,,,,Russian Federation,LEDA F1,In Progress
82-970,Tomato,,"Determinate oval tomato, very vigorous, high production.","Red color, oval, firm, 130-150 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV",Open field.,"Plant: Determinate oval tomato, very vigorous, high production.
Fruit: Red color, oval, firm, 130-150 gr.
Cultivation: Open field.",Kyrgyzstan,LAMPA F1,In Progress
82-970,,,,,,,,Mexico,TITAN F1,In Progress
92-346,Tomato,,"Indeterminate Tomato, very early, short internodes, very productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Red color, very firm, 100-120 gr.",,"Autumn, spring and winter seasons in greenhouse.","Plant: Indeterminate Tomato, very early, short internodes, very productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Red color, very firm, 100-120 gr.
Cultivation: Autumn, spring and winter seasons in greenhouse.",,,
92-347,Tomato,,"Indeterminate Tomato, vigorous plant, early. HR: ToMV, Vd, Va, F0-1 , For / IR: Ma, Mi, Mj, TYLCV, TSWV","Red color, slighlty flat, very firm, 180-200 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Tomato, vigorous plant, early. HR: ToMV, Vd, Va, F0-1 , For / IR: Ma, Mi, Mj, TYLCV, TSWV
Fruit: Red color, slighlty flat, very firm, 180-200 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
95-008,Tomato,,"Determinate tomato, vigorous , early, leaves cover well against sunburn.","Red color, globe, very firm, 280-300 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, Ma, Mi, Mj",Open field.,"Plant: Determinate tomato, vigorous , early, leaves cover well against sunburn.
Fruit: Red color, globe, very firm, 280-300 gr.
Cultivation: Open field.",,,
95-1522,Tomato,,"Semi determinate, vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol
0-1-2 / IR: TYLCV, TSWV.","Saledette type, square shape, red color, 120-130 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Semi determinate, vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol
0-1-2 / IR: TYLCV, TSWV.
Fruit: Saledette type, square shape, red color, 120-130 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,
95-1937,Tomato,,"Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV.","Saledette type, square elongated shape, red color, 80-100 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV.
Fruit: Saledette type, square elongated shape, red color, 80-100 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,
95-1943,Tomato,,"Determinate, vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV..","Saledette type, square elongated shape, red color, firm, 110-140 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Determinate, vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV..
Fruit: Saledette type, square elongated shape, red color, firm, 110-140 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,
95-1961,Tomato,,"Semi determinate,vigorous plant, early, good leaf cover.","Saledette type, square elongated shape, shiny red color, firm, 130-150 gr, good hot setting.","HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV",Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous plant, early, good leaf cover.
Fruit: Saledette type, square elongated shape, shiny red color, firm, 130-150 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,
95-1980,Tomato,,"Semi determinate,vigorous plant, mid-early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV.","Saledette type, square elongated shape, red color, 100-110 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous plant, mid-early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV.
Fruit: Saledette type, square elongated shape, red color, 100-110 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,
95-1981,Tomato,,"Semi determinate, vigorous plant, mid-early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV, Ma, Mj, Mi.","Saladette type, square elongated shape, red color, 120-130 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Semi determinate, vigorous plant, mid-early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV, Ma, Mj, Mi.
Fruit: Saladette type, square elongated shape, red color, 120-130 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,
95-1984,Tomato,,"Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV, Ma, Mi,
Mj.","Saledette type, square shape, red color, very firm, 120-140 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV, Ma, Mi,
Mj.
Fruit: Saledette type, square shape, red color, very firm, 120-140 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,
95-1986,Tomato,,"Semi determinate,vigorous, early, good leaf cover.","Saledette type, square elongated shape, red color, firm, 150-180 gr.","HR: ToMV, Va, Vd, Fol 0-1-2/ IR: TYLCV, Ma, Mi, Mj",Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous, early, good leaf cover.
Fruit: Saledette type, square elongated shape, red color, firm, 150-180 gr.
Cultivation: Autumn and summer seasons open field.",,,
95-202,Tomato,,"Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV.","Saledette type, squar shape, bright red color, firm, 110-120 gr, good hot setting.","HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, Rs",Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV.
Fruit: Saledette type, squar shape, bright red color, firm, 110-120 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,
103-228,Pepper,,"Kappya pepper, early, compact, short internodes, good leaf cover, multi pistile.","Conical shape, red color, very firm, tasty, 18-20 cm, long shelf life.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Kappya pepper, early, compact, short internodes, good leaf cover, multi pistile.
Fruit: Conical shape, red color, very firm, tasty, 18-20 cm, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Morocco,D?YAR F1,In Progress
103-228,,,,,,,,Cyprus,D?YAR F1,In Progress
103-228,,,,,,,,Morocco,PRINCESSA F1,In Progress
103-228,,,,,,,,Morocco,TASTY RED F1,Registered
103-228,,,,,,,,Azerbaijan,BUTA F1,Registered
103-228,,,,,,,,Spain,PRINCESSA F1,In Progress
103-228,,,,,,,,Saudi Arabia,LHLOUB F1,Registered
103-228,,,,,,,,Kazakhstan,ARS?N F1,Registered
103-228,,,,,,,,Russian Federation,ARMAGEDDON F1,Registered
104-171,Pepper,,"Jalapeno pepper, vigorous plant, short internodes, early.","Dark green color, hot, smooth skin, 8-10 cm, high yield.",,Winter season in greenhouse.,"Plant: Jalapeno pepper, vigorous plant, short internodes, early.
Fruit: Dark green color, hot, smooth skin, 8-10 cm, high yield.
Cultivation: Winter season in greenhouse.",Bulgaria,BARUT F1,In Progress
104-171,,,,,,,,Romania,BARUT F1,In Progress
104-171,,,,,,,,Morocco,PICANTO F1,Registered
104-171,,,,,,,,Cyprus,BARUT F1,In Progress
104-171,,,,,,,,Albania,BARUT F1,In Progress
104-171,,,,,,,,Russian Federation,GORIVA F1,In Progress
104-171,,,,,,,,Kosovo,BARUT F1,In Progress
104-402,Pepper,,"Special type pepper, vigorous, compact, early, high cold tolerance.","Green color, sweet, crispy, 2,5 x 15 cm, long shelf life.",IR: TSWV,Winter season in greenhouse.,"Plant: Special type pepper, vigorous, compact, early, high cold tolerance.
Fruit: Green color, sweet, crispy, 2,5 x 15 cm, long shelf life.
Cultivation: Winter season in greenhouse.",Azerbaijan,AV?AR F1,In Progress
104-402,,,,,,,,Lebanon,KOYLUM F1,In Progress
104-402,,,,,,,,Lebanon,KYLM F1,In Progress
104-402,,,,,,,,Cyprus,D?LEK F1,In Progress
104-402,,,,,,,,Spain,DONNALUCATA F1,In Progress
113-194,Pepper,,"Charleston Pepper, early, short internodes.","Hot, light green color, smooth skin, 21-23 cm, high quality.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Charleston Pepper, early, short internodes.
Fruit: Hot, light green color, smooth skin, 21-23 cm, high quality.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Albania,FUOCO F1,In Progress
113-194,,,,,,,,Serbia,FUOCO F1,In Progress
113-194,,,,,,,,Egypt,113-194 F1,In Progress
113-194,,,,,,,,Iran,SEKI F1,In Progress
113-194,,,,,,,,Iran,SEK? F1,In Progress
113-194,,,,,,,,Mexico,MOHINORA F1,In Progress
113-194,,,,,,,,Mexico,SEK? F1,In Progress
113-194,,,,,,,,Kosovo,FUOCO F1,In Progress
113-194,,,,,,,,Cyprus,SEK?  F1,In Progress
113-194,,,,,,,,Panama,MOHINORA F1,In Progress
113-194,,,,,,,,Jordan,113-194 F1,In Progress
113-194,,,,,,,,Chile,FAKIR F1,In Progress
113-194,,,,,,,,Austria,FUOCO F1,Registered
113-194,,,,,,,,Belgium,FUOCO F1,Registered
113-194,,,,,,,,Bulgaria,FUOCO F1,Registered
113-194,,,,,,,,Croatia,FUOCO F1,Registered
113-194,,,,,,,,Cyprus,FUOCO F1,Registered
113-194,,,,,,,,Czech Republic,FUOCO F1,Registered
113-194,,,,,,,,Denmark,FUOCO F1,Registered
113-194,,,,,,,,Estonia,FUOCO F1,Registered
113-194,,,,,,,,Finland,FUOCO F1,Registered
113-194,,,,,,,,France,FUOCO F1,Registered
113-194,,,,,,,,Germany,FUOCO F1,Registered
113-194,,,,,,,,Greece,FUOCO F1,Registered
113-194,,,,,,,,Hungary,FUOCO F1,Registered
113-194,,,,,,,,Ireland,FUOCO F1,Registered
113-194,,,,,,,,Italy,FUOCO F1,Registered
113-194,,,,,,,,Latvia,FUOCO F1,Registered
113-194,,,,,,,,Lithuania,FUOCO F1,Registered
113-194,,,,,,,,Luxembourg,FUOCO F1,Registered
113-194,,,,,,,,Malta,FUOCO F1,Registered
113-194,,,,,,,,Netherlands,FUOCO F1,Registered
113-194,,,,,,,,Poland,FUOCO F1,Registered
113-194,,,,,,,,Portugal,FUOCO F1,Registered
113-194,,,,,,,,Romania,FUOCO F1,Registered
113-194,,,,,,,,Slovakia,FUOCO F1,Registered
113-194,,,,,,,,Sierra Leone,FUOCO F1,Registered
113-194,,,,,,,,Spain,FUOCO F1,Registered
113-194,,,,,,,,Sweden,FUOCO F1,Registered
133-124,Pepper,,"Sivri pepper, vigorous, early, short internodes, high cold tolerance.","Hot, dark green color, 23-24 cm x 1,3 x 1,5 cm, straight.",IR: TSWV,Winter season in greenhouse.,"Plant: Sivri pepper, vigorous, early, short internodes, high cold tolerance.
Fruit: Hot, dark green color, 23-24 cm x 1,3 x 1,5 cm, straight.
Cultivation: Winter season in greenhouse.",Iraq,SAMBA F1,In Progress
133-124,,,,,,,,Iran,TURAL F1,In Progress
133-124,,,,,,,,Saudi Arabia,TURAL F1,In Progress
133-124,,,,,,,,Saudi Arabia,LORANCE F1,In Progress
133-124,,,,,,,,Cyprus,TURAL  F1,In Progress
133-124,,,,,,,,Saudi Arabia,BAROD F1,In Progress
133-385,Pepper,,"Blocky pepper, vigorous plant, early, short internodes, good tolerance to cold weather.","Dark red color, 9-10 X 7-8 cm, 3-4 lobes, no cracking.",HR: Tm 0-3 / IR: TSWV,"Autumn, winter and spring seasons in greenhouse and open field.","Plant: Blocky pepper, vigorous plant, early, short internodes, good tolerance to cold weather.
Fruit: Dark red color, 9-10 X 7-8 cm, 3-4 lobes, no cracking.
Cultivation: Autumn, winter and spring seasons in greenhouse and open field.",Libya,ALBA F1,In Progress
133-385,,,,,,,,Mexico,SOLID RED,In Progress
133-385,,,,,,,,Egypt,KORAY F1,In Progress
133-385,,,,,,,,Egypt,133-385 F1,In Progress
133-385,,,,,,,,Iraq,ALISSIA F1,In Progress
133-385,,,,,,,,Iran,KORAY F1,In Progress
133-385,,,,,,,,Libya,KORAY F1,In Progress
133-385,,,,,,,,Libya,TOLAY F1,In Progress
133-385,,,,,,,,Mexico,KORAY F1,In Progress
133-385,,,,,,,,United States,WREN F1,In Progress
133-385,,,,,,,,United States,KORAY F1,In Progress
133-385,,,,,,,,Cyprus,KORAY  F1,In Progress
133-385,,,,,,,,United Arab Emirates,133-385 F1,In Progress
133-385,,,,,,,,Albania,FELICITA F1,In Progress
133-385,,,,,,,,China,PHIONA F1,In Progress
133-385,,,,,,,,Serbia,FELICITA F1,In Progress
133-385,,,,,,,,Greece,FELICITA F1,In Progress
133-385,,,,,,,,India,ABRAHAM F1,In Progress
133-385,,,,,,,,Kyrgyzstan,FENER F1,In Progress
133-385,,,,,,,,Latvia,FELICITA F1,In Progress
133-385,,,,,,,,Poland,FELICITA F1,In Progress
133-385,,,,,,,,Uzbekistan,AYS F1,In Progress
133-385,,,,,,,,Kosovo,FELICITA F1,In Progress
133-385,,,,,,,,Egypt,PALARENA,In Progress
133-385,,,,,,,,Panama,SOLID RED F1,In Progress
133-385,,,,,,,,Brazil,BR222 F1,In Progress
133-385,,,,,,,,Austria,FELICITA F1,Registered
133-385,,,,,,,,Belgium,FELICITA F1,Registered
133-385,,,,,,,,Bulgaria,FELICITA F1,Registered
133-385,,,,,,,,Croatia,FELICITA F1,Registered
133-385,,,,,,,,Cyprus,FELICITA F1,Registered
133-385,,,,,,,,Czech Republic,FELICITA F1,Registered
133-385,,,,,,,,Denmark,FELICITA F1,Registered
133-385,,,,,,,,Estonia,FELICITA F1,Registered
